PARTICIPANT_ID,AGE,GENDER,AvgTimeForMontrealMarathon2012,AvgTimeForMontrealMarathon2013,AvgTimeForMontrealMarathon2014,AvgTimeInAllMarathons,AvgTimeInAllEvents,TotalNoOfMarathonEvents,AvgTimeForMontrealMarathon2015
2811,42,1,0,0,67.6,67.6,128.2,1,0
2812,21,1,0,0,81.6,81.6,145.4,1,0
2813,42,1,290,0,0,290,290,1,0
2814,52,1,376,0,0,376,376,1,0
2815,32,1,0,157,0,157,157,1,0
2816,35,1,0,0,53.5,104.17,241.83,2,50.67
2817,32,-1,298,0,0,298,298,1,0
2818,37,1,0,325,0,325,325,1,0
2819,55,-1,0,0,31,59.73,274.18,2,0
2820,52,1,0,0,197.5,197.5,197.5,2,0
2821,67,1,0,0,0,594,594,1,594
2822,33,1,0,40.43,0,40.43,179.29,1,0
2823,37,-1,0,0,0,346,346,1,346
2824,42,1,0,0,0,326,326,1,326
2825,32,1,170,194.5,0,364.5,364.5,2,0
2826,42,1,0,0,288,288,288,1,0
2827,38,1,0,87.75,0,87.75,321.75,1,0
2828,31,-1,63.4,0,0,125.4,244,2,0
2829,55,1,0,0,0,240,428,1,240
2830,57,1,0,0,0,430,430,1,430
2831,48,1,0,0,0,22.79,248.5,2,22.79
2832,38,1,29.4,0,0,94.1,290.9,3,0
2833,42,1,0,0,0,280,280,1,280
2834,41,-1,0,0,113.4,113.4,294.2,3,0
2835,32,1,0,0,0,0,428,0,0
2836,42,-1,0,0,0,168.5,168.5,1,168.5
2837,47,1,0,0,0,406,406,1,406
2838,32,1,0,0,407,407,407,1,0
2839,15,1,0,0,187.5,187.5,316,1,0
2840,35,-1,74.8,0,0,160.6,421.6,2,0
2841,21,1,0,97.25,0,97.25,97.25,1,0
2842,37,1,0,310,0,310,310,1,0
2843,37,1,0,0,0,317,317,1,317
2844,43,1,0,0,0,0,438.5,0,0
2845,37,1,0,0,96.33,96.33,176.67,2,0
2846,37,-1,0,47.25,0,47.25,339.25,1,0
2847,42,1,181.5,0,181.5,363,363,2,0
2848,42,1,0,0,0,462,462,1,462
2849,52,1,0,0,0,510,510,1,510
2850,62,1,0,0,0,0,382,0,0
2851,37,-1,0,0,0,439,439,1,439
2852,32,1,0,0,0,0,269,0,0
2853,45,-1,0,168,0,168,332,1,0
2854,42,-1,376,0,0,376,376,1,0
2855,37,1,0,0,0,395,395,1,395
2856,32,1,0,0,0,339,339,1,339
2857,21,1,190,0,0,190,190,1,0
2858,27,-1,0,64.83,0,64.83,276,1,0
2859,43,1,77.6,0,0,77.6,392.4,1,0
2860,12,1,0,69.8,0,69.8,323.8,1,0
2861,62,1,0,0,0,278,278,1,278
2862,21,1,324,0,0,324,324,1,0
2863,42,1,0,22.86,0,43.21,220.64,3,0
2864,62,-1,0,0,0,0,505,0,0
2865,27,-1,0,0,0,0,471,0,0
2866,41,1,0,24.5,0,24.5,153.83,1,0
2867,27,1,0,0,430,430,430,1,0
2868,35,-1,34.11,0,0,34.11,264.11,1,0
2869,52,1,0,173.5,0,173.5,338,1,0
2870,42,-1,0,0,342,342,342,1,0
2871,32,1,0,0,0,0,0,1,0
2872,61,1,5.31,4.95,5.6,26.73,277.11,6,5.43
2873,37,1,0,438,0,438,438,1,0
2874,57,1,342,0,0,342,342,1,0
2875,46,1,0,92,0,177.5,255,3,0
2876,21,-1,0,340,0,340,340,1,0
2877,47,1,0,310,0,310,310,1,0
2878,58,1,0,67.2,0,67.2,67.2,1,0
2879,57,-1,0,0,0,371,371,1,371
2880,32,1,0,0,0,299,299,1,299
2881,36,-1,0,0,178.67,363.67,505.33,2,185
2882,33,0,39.11,0,0,39.11,197.56,2,0
2883,45,1,0,0,10.2,61.48,118.52,12,0
2884,27,1,0,0,0,472,472,1,472
2885,34,1,59.67,56.67,0,192.33,256.5,4,76
2886,43,1,51.5,48.33,0,99.83,283.17,2,0
2887,52,1,0,0,0,297,297,1,297
2888,52,1,0,0,0,0,316,0,0
2889,35,-1,0,0,0,0,305.64,1,0
2890,57,1,335,0,0,335,335,1,0
2891,27,1,0,0,0,381,381,1,381
2892,52,1,0,121,0,121,349.67,1,0
2893,21,1,0,0,0,419,419,1,419
2894,21,-1,254,0,0,254,254,1,0
2895,30,-1,10.3,0,0,20.74,196.19,2,0
2896,47,1,334,0,0,334,334,1,0
2897,25,1,0,121,0,121,237.5,1,0
2898,53,1,0,0,170.5,338,338,2,0
2899,32,1,0,0,80,80,183,1,0
2900,44,1,24.21,0,0,49.36,243.5,4,0
2901,52,-1,0,0,0,0,276,0,0
2902,38,1,0,0,0,43.25,222.88,1,43.25
2903,19,1,0,19.24,0,19.24,19.24,2,0
2904,37,1,0,0,0,295,295,1,295
2905,32,1,0,0,0,304,304,1,304
2906,33,-1,0,42.5,47.13,135.38,178.25,4,0
2907,21,-1,0,425,0,425,425,1,0
2908,44,-1,0,0,0,200,361.5,1,200
2909,27,1,0,0,382,382,382,1,0
2910,47,1,0,0,23.36,23.36,207.79,3,0
2911,53,-1,176,0,0,176,328,1,0
2912,53,1,109.67,118.33,0,228,346.67,2,0
2913,30,-1,45.14,0,0,93,314.57,2,0
2914,42,1,0,0,71.25,71.25,311.38,1,0
2915,37,1,0,0,0,0,0,1,0
2916,36,1,0,0,0,94.33,182.67,1,94.33
2917,47,1,0,370,0,370,370,1,0
2918,32,1,0,0,0,0,484,0,0
2919,32,1,0,0,0,329,329,1,329
2920,51,1,0,0,78,78,197.5,3,0
2921,32,-1,0,0,362,362,362,1,0
2922,27,-1,0,0,0,0,559,0,0
2923,21,1,0,0,0,363,363,1,363
2924,51,1,39.5,39.75,43.13,202.88,313.88,5,0
2925,27,-1,0,398,0,398,398,1,0
2926,21,1,0,0,192,413,413,2,221
2927,33,1,0,0,179,179,310,1,0
2928,18,1,0,0,0,168.5,335,1,168.5
2929,39,-1,166,169,0,335,335,2,0
2930,30,1,0,0,0,46.5,234.17,1,46.5
2931,27,1,0,0,0,392,392,1,392
2932,27,-1,0,0,480,480,480,1,0
2933,27,1,0,0,0,450,450,1,450
2934,27,1,0,0,0,428,428,1,428
2935,32,1,0,0,466,466,466,1,0
2936,41,1,0,17.06,0,17.06,166.69,2,0
2937,42,-1,0,0,0,0,423,0,0
2938,37,1,0,0,0,471,471,1,471
2939,32,1,0,0,0,0,347,0,0
2940,32,1,0,0,413,413,413,1,0
2941,42,1,0,0,391,391,391,1,0
2942,56,1,0,38,0,157.3,264.2,4,0
2943,51,1,0,0,0,26,63.5,1,26
2944,21,-1,0,0,464,464,464,1,0
2945,47,1,0,0,0,408,408,1,408
2946,47,1,0,0,0,0,405,0,0
2947,37,1,0,0,394,394,394,1,0
2948,21,1,0,0,0,384,384,1,384
2949,33,1,0,51.29,0,51.29,164.57,1,0
2950,21,-1,0,81.75,92,173.75,318,2,0
2951,43,1,0,46.83,53.17,201.83,245.33,5,55.67
2952,52,1,0,0,0,293,293,1,293
2953,42,-1,293,0,0,293,293,1,0
2954,35,1,0,113.33,0,113.33,221.67,1,0
2955,42,1,0,0,87,87,87,2,0
2956,27,1,0,33.4,0,33.4,253,2,0
2957,27,1,0,0,298,298,298,1,0
2958,47,1,0,0,0,0,409,0,0
2959,33,1,0,0,0,130,363,1,130
2960,52,-1,0,0,0,0,269.6,0,0
2961,37,-1,0,0,0,303,303,1,303
2962,32,-1,0,335,0,335,335,1,0
2963,52,1,0,0,0,357,357,1,357
2964,47,1,0,0,0,452,452,1,452
2965,52,1,129.67,125,0,254.67,361.67,2,0
2966,40,1,0,18.18,0,18.18,160,2,0
2967,25,1,0,0,0,181,344,1,181
2968,37,1,0,0,0,335,335,1,335
2969,42,-1,0,0,0,586,586,1,586
2970,42,-1,0,0,245,245,245,1,0
2971,45,1,0,0,132.33,132.33,372,1,0
2972,52,1,0,0,0,296,296,1,296
2973,32,1,94.67,96,0,190.67,190.67,2,0
2974,37,-1,0,0,0,437,437,1,437
2975,22,1,182,0,0,182,328.5,1,0
2976,52,-1,0,0,0,249,2312.5,1,249
2977,37,1,0,0,0,319,319,1,319
2978,35,1,0,0,0,222,222,1,222
2979,27,-1,354,0,0,354,354,1,0
2980,0,1,0,0,0,0,701,0,0
2981,40,-1,0,0,213.5,213.5,400,1,0
2982,67,1,0,0,0,504,504,1,504
2983,37,1,0,0,478,478,478,1,0
2984,24,1,0,101.33,0,101.33,188.33,1,0
2985,25,1,0,0,48,48,48,1,0
2986,28,1,94.67,0,0,94.67,284.33,1,0
2987,32,-1,0,0,0,403,403,1,403
2988,32,-1,0,0,0,0,221,1,0
2989,42,1,0,0,0,127.67,221,2,127.67
2990,34,1,0,0,23,23,276.78,1,0
2991,27,-1,0,0,0,393,393,1,393
2992,48,1,114,0,0,114,317.33,1,0
2993,52,1,0,0,0,0,257,0,0
2994,43,1,133,131,0,264,413.33,2,0
2995,47,1,0,0,497,497,497,1,0
2996,21,-1,0,0,0,443,443,1,443
2997,57,1,0,0,0,0,457,0,0
2998,33,-1,0,0,23.15,23.15,151.77,1,0
2999,38,1,0,19.31,0,38.5,214.5,4,0
3000,33,1,0,60.5,0,60.5,256.17,1,0
3001,27,-1,0,0,0,0,567,0,0
3002,36,1,79.75,0,0,79.75,307.75,1,0
3003,57,-1,0,0,0,449,449,1,449
3004,42,-1,0,0,0,0,344,0,0
3005,36,-1,0,0,0,122.25,292.5,1,122.25
3006,52,1,0,0,378,378,378,1,0
3007,32,-1,0,0,0,474,474,1,474
3008,37,1,0,320,0,320,320,1,0
3009,19,1,151,0,0,151,151,1,0
3010,37,1,0,0,179,179,329,1,0
3011,35,1,0,0,0,136.33,245.33,1,136.33
3012,27,-1,0,0,0,441,441,1,441
3013,27,1,0,0,332,332,332,1,0
3014,43,1,0,0,48.38,88,252.88,4,0
3015,47,1,0,0,53.86,53.86,96,4,0
3016,37,1,0,357,0,357,357,1,0
3017,32,-1,0,0,0,341,341,1,341
3018,47,1,0,0,0,431,431,1,431
3019,33,-1,0,0,95.6,95.6,374.8,1,0
3020,34,1,0,0,0,0,266.4,0,0
3021,32,1,0,0,147,147,265.5,1,0
3022,27,1,0,0,116.67,116.67,293.67,1,0
3023,21,1,0,0,0,347,347,1,347
3024,42,1,0,0,526,526,526,1,0
3025,37,1,0,0,301,301,301,1,0
3026,32,1,0,0,0,371,371,1,371
3027,52,1,0,0,0,363,363,1,363
3028,37,-1,0,365,0,365,365,1,0
3029,25,1,0,0,145.33,145.33,252.67,2,0
3030,34,1,94,0,0,191.67,191.67,2,97.67
3031,21,-1,0,0,0,0,311,0,0
3032,37,-1,0,405,0,405,405,1,0
3033,32,1,0,0,0,0,0,1,0
3034,52,-1,0,0,0,464,464,1,464
3035,35,-1,0,0,0,203.5,364.5,1,203.5
3036,27,-1,0,0,0,0,581,0,0
3037,59,1,0,0,0,0,326.4,0,0
3038,40,1,163,0,0,163,163,1,0
3039,27,1,0,0,474,474,474,1,0
3040,42,1,0,0,0,358,358,1,358
3041,28,1,21.5,0,0,207.39,265.17,12,0
3042,45,1,0,38.57,0,38.57,205.14,1,0
3043,16,-1,0,0,0,0,0,0,0
3044,32,-1,0,0,240.5,240.5,240.5,1,0
3045,27,1,0,0,0,0,317,0,0
3046,53,1,79.4,0,0,79.4,332.4,1,0
3047,35,1,0,0,0,37.71,211,2,0
3048,67,1,0,383,0,383,383,1,0
3049,42,-1,0,0,0,476,476,1,476
3050,26,1,0,15.67,0,15.67,108.5,2,0
3051,21,1,0,0,0,329,329,1,329
3052,27,1,0,321,0,321,321,1,0
3053,27,1,0,0,0,456,456,1,456
3054,42,1,0,0,0,532,532,1,532
3055,37,1,0,0,0,486,486,1,486
3056,37,1,82.25,0,0,82.25,82.25,1,0
3057,27,-1,0,0,18.56,18.56,199.36,3,0
3058,32,-1,365,0,0,365,365,1,0
3059,52,-1,0,0,0,483,483,1,483
3060,3,1,0,0,0,0,0,0,0
3061,39,-1,192,0,0,192,192,1,0
3062,42,1,0,0,0,505,505,1,505
3063,43,1,114,0,0,114,343.33,1,0
3064,37,1,0,0,0,355,355,1,355
3065,37,1,375,0,0,375,375,1,0
3066,52,1,0,425,0,425,425,1,0
3067,30,1,0,0,85.25,85.25,241.5,2,0
3068,57,-1,0,0,500,500,500,1,0
3069,57,1,0,0,0,0,319,0,0
3070,57,1,0,0,500,500,500,1,0
3071,33,-1,0,0,0,170.67,443,1,170.67
3072,55,1,0,0,59.4,117.4,222.8,2,0
3073,42,1,0,0,0,0,172.67,0,0
3074,47,1,0,0,0,0,279,0,0
3075,21,-1,0,0,0,376,376,1,376
3076,51,1,0,0,0,0,273,0,0
3077,35,1,44.5,0,0,87.38,252.13,3,0
3078,42,-1,0,0,0,458,458,1,458
3079,36,1,0,80,0,80,281.5,1,0
3080,45,1,0,136,0,136,374,1,0
3081,37,1,0,0,0,332,332,1,332
3082,45,1,0,0,253,253,418.5,1,0
3083,50,1,0,0,83.75,83.75,305.25,1,0
3084,27,1,0,0,0,355,355,1,355
3085,46,1,67.6,69,73.8,210.4,324.2,3,0
3086,53,1,0,0,0,280.33,387.67,2,143.67
3087,32,1,0,0,0,0,0,1,0
3088,47,1,0,0,521,521,521,1,0
3089,37,1,48.33,0,0,48.33,231.83,2,0
3090,42,-1,0,0,0,452,452,1,452
3091,45,1,0,159.5,0,159.5,308,1,0
3092,52,-1,0,0,491,491,491,1,0
3093,19,1,0,0,150.67,150.67,445.33,1,0
3094,58,1,0,0,96.8,184,393.6,2,87.2
3095,37,1,0,0,0,344,344,1,344
3096,52,-1,43.25,0,0,174.13,174.13,8,0
3097,27,1,164.5,0,0,164.5,164.5,1,0
3098,27,1,0,322,0,322,322,1,0
3099,37,-1,0,0,527,527,527,1,0
3100,53,1,0,0,0,232.5,427.5,1,232.5
3101,42,1,0,0,0,299,299,1,299
3102,32,1,0,112.33,0,112.33,324.67,1,0
3103,37,1,0,0,0,0,634,0,0
3104,37,1,0,0,0,0,418,0,0
3105,42,-1,0,0,480,480,480,1,0
3106,51,1,0,32,37.9,69.9,118.8,2,0
3107,34,1,0,25,0,77.58,248,4,24.83
3108,37,-1,0,0,0,0,370,0,0
3109,21,-1,0,0,0,338,338,1,338
3110,42,-1,0,0,0,0,544,0,0
3111,57,1,0,0,0,345,345,1,345
3112,36,-1,0,22.23,0,45.08,279.46,2,0
3113,47,1,314,0,0,314,314,1,0
3114,57,1,0,0,0,0,281,0,0
3115,47,1,0,0,438,438,438,1,0
3116,27,-1,0,0,150,150,150,1,0
3117,42,1,0,0,521,521,521,1,0
3118,42,-1,0,0,0,418,418,1,418
3119,37,-1,0,300,0,300,300,1,0
3120,32,1,0,321,0,321,321,1,0
3121,34,1,0,106.33,0,106.33,203,2,0
3122,42,1,0,0,0,434,434,1,434
3123,52,-1,0,0,0,341,341,1,341
3124,53,1,0,0,80.33,80.33,372,1,0
3125,42,1,0,0,139.67,257.67,257.67,2,0
3126,25,-1,0,0,267,267,506,1,0
3127,37,1,0,83.75,0,168.75,168.75,2,0
3128,35,1,29.3,30.6,31,118.8,256.6,5,27.9
3129,42,-1,0,0,412,412,412,1,0
3130,37,-1,0,0,0,0,563,0,0
3131,38,1,20.17,0,0,38.78,247.83,5,0
3132,21,1,293,0,0,293,293,1,0
3133,43,1,0,113.33,0,113.33,281.33,1,0
3134,32,-1,0,0,0,400,400,1,400
3135,45,1,0,0,0,27.21,109.89,3,0
3136,58,1,0,0,258.5,258.5,465,1,0
3137,42,-1,0,0,0,600,600,1,600
3138,22,1,0,0,148.33,399,399,3,0
3139,46,1,0,0,57.25,102.88,227.63,2,0
3140,32,1,304,0,0,304,304,1,0
3141,53,1,0,66.5,0,66.5,243,1,0
3142,21,-1,0,366,0,366,366,1,0
3143,32,1,0,0,0,0,499,0,0
3144,42,1,0,0,0,368,368,1,368
3145,43,-1,0,0,0,166.33,413.67,1,166.33
3146,52,1,0,0,38.91,115.18,307.09,3,0
3147,12,1,0,74.6,0,74.6,328,1,0
3148,46,1,0,50.43,56.71,166.57,335.86,3,59.43
3149,32,-1,0,0,0,356,356,1,356
3150,37,1,0,0,0,302,302,1,302
3151,40,1,0,0,83.8,83.8,152.2,2,0
3152,47,1,0,0,0,0,341,0,0
3153,45,1,67.2,0,0,67.2,239.8,2,0
3154,45,-1,0,0,0,151.67,410.67,1,151.67
3155,42,1,0,0,0,0,0,1,0
3156,43,-1,0,0,74.13,74.13,345.88,1,0
3157,42,1,0,0,0,381,381,1,381
3158,33,1,0,75.5,0,148.75,283,2,73.25
3159,21,1,308,0,0,308,308,1,0
3160,23,-1,0,0,105.75,105.75,358.75,1,0
3161,25,1,97,0,0,97,97,3,0
3162,21,-1,0,0,0,0,587,0,0
3163,45,1,0,0,0,166.2,231.2,2,89.6
3164,27,-1,0,0,0,384,384,1,384
3165,26,-1,0,0,50.11,50.11,265.56,2,0
3166,21,1,0,0,0,413,413,1,413
3167,36,1,0,0,105.25,105.25,435.5,1,0
3168,26,-1,0,0,0,161,293.33,1,161
3169,52,1,0,0,0,457,457,1,457
3170,32,-1,273,0,0,273,273,1,0
3171,32,-1,0,0,0,430,430,1,430
3172,37,1,0,0,0,0,326,0,0
3173,21,1,343,0,0,343,343,1,0
3174,35,1,175,0,0,175,342,1,0
3175,32,1,0,165,0,165,311.5,1,0
3176,24,1,168,0,0,168,302,1,0
3177,37,1,162.5,0,0,162.5,162.5,2,0
3178,25,-1,0,0,44.63,44.63,246.63,2,0
3179,32,1,0,297,0,297,297,1,0
3180,42,1,0,0,177.5,333.5,333.5,2,156
3181,57,1,291,0,0,291,291,1,0
3182,42,1,27.18,27.09,0,54.27,171.64,2,0
3183,27,1,0,0,0,0,405,0,0
3184,32,1,0,0,0,380,380,1,380
3185,27,-1,0,0,0,528,528,1,528
3186,37,1,0,0,363,363,363,1,0
3187,55,-1,0,64.8,0,64.8,323.8,1,0
3188,21,1,0,0,0,0,0,1,0
3189,33,1,0,0,0,144.5,144.5,1,144.5
3190,32,1,0,0,474,474,474,1,0
3191,27,-1,393,0,0,393,393,1,0
3192,52,1,0,0,0,366,366,1,366
3193,42,1,0,0,0,474,474,1,474
3194,35,1,0,167.5,0,167.5,340.5,1,0
3195,47,-1,0,354,0,354,354,1,0
3196,32,1,0,0,479,479,479,1,0
3197,47,-1,0,0,0,0,380,0,0
3198,27,-1,0,0,0,167,317,1,167
3199,34,-1,0,111.25,0,111.25,398,1,0
3200,47,-1,0,0,0,458,458,1,458
3201,43,-1,99.5,89.75,96,390.5,390.5,4,105.25
3202,26,-1,0,0,141.67,141.67,243.67,1,0
3203,42,-1,0,0,42.58,42.58,256.67,1,0
3204,59,1,0,0,147,294.5,294.5,2,147.5
3205,28,1,158,0,0,158,324.5,1,0
3206,21,1,0,0,462,462,462,1,0
3207,32,-1,52,59.86,69.57,181.43,275.86,3,0
3208,42,1,0,106.33,115.67,222,327.33,2,0
3209,42,-1,0,0,436,436,436,1,0
3210,42,1,0,0,0,281,281,1,281
3211,27,-1,0,0,327,327,327,1,0
3212,27,1,71.25,68.25,73.5,213,279.25,3,0
3213,23,1,0,0,160.67,160.67,372.67,1,0
3214,45,-1,105,0,0,105,242,1,0
3215,50,1,0,0,0,48.67,284,1,48.67
3216,39,1,0,0,0,517,517,2,289
3217,42,1,0,0,0,0,463,0,0
3218,39,1,148,0,0,148,284.5,1,0
3219,37,1,0,395,0,395,395,1,0
3220,22,1,0,0,0,201,350,1,201
3221,27,1,0,327,0,327,327,1,0
3222,25,1,78,0,0,164.5,314,2,0
3223,0,0,0,0,421,421,421,1,0
3224,36,1,0,0,64,64,233,1,0
3225,36,-1,0,76.75,0,76.75,138.5,1,0
3226,34,-1,0,0,31.93,31.93,189.93,3,0
3227,45,-1,0,0,0,206,371.5,1,206
3228,36,0,0,47.38,0,47.38,331.75,2,0
3229,53,1,0,0,0,0,352.25,0,0
3230,27,1,0,0,0,308,308,1,308
3231,43,-1,0,0,0,0,454,0,0
3232,52,1,375,0,0,375,375,1,0
3233,16,-1,0,0,0,403,403,1,403
3234,27,1,0,0,149.67,149.67,363,1,0
3235,42,1,0,0,0,0,383,0,0
3236,27,-1,0,0,0,0,415,0,0
3237,27,-1,0,0,0,0,363,0,0
3238,37,1,0,0,0,355,355,1,355
3239,27,1,0,0,0,0,243,0,0
3240,37,1,0,0,0,362,362,1,362
3241,57,1,0,341,0,341,341,1,0
3242,26,1,127.67,0,0,127.67,237.67,1,0
3243,21,-1,0,0,0,380,380,1,380
3244,47,-1,0,0,0,0,0,1,0
3245,28,1,99.67,96.67,115.67,312,312,3,0
3246,52,1,0,0,36.58,36.58,202.75,2,0
3247,45,1,160,0,0,160,302,1,0
3248,42,-1,0,0,0,0,311,0,0
3249,27,1,0,0,0,342,342,1,342
3250,27,1,0,0,0,0,0,1,0
3251,21,-1,0,0,0,506,506,1,506
3252,34,1,0,0,0,0,226.55,1,0
3253,32,1,0,0,0,267,267,1,267
3254,25,-1,0,165,0,165,322,1,0
3255,52,1,145,0,0,145,313,1,0
3256,25,1,0,0,253.5,253.5,476.5,1,0
3257,42,1,0,0,438,438,438,1,0
3258,30,1,0,0,0,0,54.4,0,0
3259,62,1,0,0,0,0,375,0,0
3260,37,1,0,288,0,288,288,1,0
3261,42,1,406,0,0,406,406,1,0
3262,57,1,0,335,0,335,335,1,0
3263,39,1,0,167,189,356,356,2,0
3264,32,1,0,0,69,69,256.8,1,0
3265,37,1,0,0,0,0,498,0,0
3266,53,1,81.4,70.2,0,151.6,247.4,3,0
3267,62,1,0,0,429,429,429,1,0
3268,32,1,0,0,0,462,462,1,462
3269,47,1,363,0,0,363,363,1,0
3270,47,1,0,0,0,298,298,1,298
3271,27,1,0,0,0,369,369,1,369
3272,27,1,0,0,0,368,368,1,368
3273,37,1,0,0,0,382,382,1,382
3274,37,1,0,0,0,0,503,0,0
3275,21,1,0,0,0,0,243.33,0,0
3276,37,-1,0,0,465,465,465,1,0
3277,47,1,0,0,0,279,279,1,279
3278,52,1,0,0,0,532,532,1,532
3279,47,1,90.25,0,0,90.25,90.25,1,0
3280,52,1,0,0,0,453,453,1,453
3281,27,1,0,0,0,331,331,1,331
3282,33,1,0,67,0,67,67,1,0
3283,40,1,0,110.25,0,110.25,429.25,1,0
3284,42,-1,0,0,490,490,490,1,0
3285,67,1,0,0,0,510,510,1,510
3286,27,1,0,0,0,469,469,1,469
3287,36,1,0,0,161.33,161.33,388.33,1,0
3288,39,1,0,0,83,151.2,281.6,2,0
3289,37,1,13,0,30.64,43.64,120.18,2,0
3290,32,1,0,0,0,378,378,1,378
3291,32,1,0,0,0,361,361,1,361
3292,46,1,27.36,26.73,28.18,82.27,105.09,4,0
3293,36,1,0,60.6,62,122.6,238,3,0
3294,43,1,0,0,0,176.5,315,1,176.5
3295,27,1,0,0,491,491,491,1,0
3296,27,-1,0,0,315,315,315,1,0
3297,47,1,150,0,0,327.5,327.5,2,0
3298,44,-1,0,0,88.4,88.4,360,1,0
3299,57,1,0,0,0,0,425,0,0
3300,32,-1,0,0,0,316,316,1,316
3301,47,1,0,0,0,0,327.5,0,0
3302,50,-1,0,142.67,0,142.67,279.33,1,0
3303,39,1,0,0,30.78,30.78,113.67,2,0
3304,47,1,0,0,0,0,697,0,0
3305,33,1,0,155.5,0,155.5,300,1,0
3306,47,1,0,0,0,275,275,1,275
3307,37,1,395,0,0,395,395,1,0
3308,10,0,152.5,0,0,152.5,278.5,1,0
3309,37,1,0,60.8,0,126,240,2,0
3310,42,-1,0,315,0,315,315,1,0
3311,52,1,0,0,0,337,337,1,337
3312,25,1,0,0,66.8,66.8,235.4,1,0
3313,27,-1,0,0,378,378,378,1,0
3314,52,1,0,0,0,0,313,0,0
3315,31,1,0,75,0,75,221.25,1,0
3316,33,1,0,0,0,0,308,0,0
3317,32,1,0,0,0,0,339,0,0
3318,27,1,0,0,0,0,0,1,0
3319,27,-1,0,0,0,0,277,0,0
3320,33,1,0,0,14.23,14.23,56.95,2,0
3321,42,1,0,181,0,181,332.5,1,0
3322,52,1,0,0,119.33,119.33,223.67,1,0
3323,37,1,0,0,512,512,512,1,0
3324,32,1,346,0,0,346,346,1,0
3325,36,1,0,15.3,0,31.75,71.7,2,0
3326,37,1,0,0,88.75,88.75,88.75,1,0
3327,38,1,0,119.25,0,119.25,431,1,0
3328,37,1,284,0,0,284,284,1,0
3329,24,-1,118,123,0,241,354.33,2,0
3330,32,1,298,0,0,298,298,1,0
3331,42,1,6.76,0,0,13.24,51.85,3,0
3332,37,-1,0,403,0,403,403,1,0
3333,52,1,0,0,0,0,461,0,0
3334,37,-1,0,0,493,493,493,1,0
3335,42,-1,0,133.67,0,133.67,413,1,0
3336,67,1,0,175,0,175,175,2,0
3337,27,1,0,0,0,340,340,1,340
3338,40,1,0,120,135.33,375,375,3,119.67
3339,21,1,0,338,0,338,338,1,0
3340,42,1,0,0,0,328,328,1,328
3341,49,1,0,216,0,216,514,1,0
3342,57,-1,0,0,0,543,543,1,543
3343,36,1,22.67,0,0,22.67,153.08,1,0
3344,43,-1,0,31.2,0,92.5,239.4,3,0
3345,57,1,0,0,0,526,526,1,526
3346,18,0,0,0,0,188,316,1,188
3347,43,-1,0,0,0,77.8,280.8,1,77.8
3348,38,-1,0,0,0,0,337.25,0,0
3349,42,1,0,205.5,0,205.5,414.5,1,0
3350,36,1,0,78.25,0,78.25,148.25,1,0
3351,27,-1,0,0,0,0,516,0,0
3352,35,1,0,0,0,0,337.5,0,0
3353,40,1,0,0,41,41,195.22,3,0
3354,33,1,11.7,0,0,11.7,181.85,1,0
3355,32,-1,0,0,0,0,255.25,1,0
3356,18,1,0,0,180.5,180.5,180.5,1,0
3357,42,-1,0,0,0,566,566,1,566
3358,35,1,0,0,0,125,226.33,1,125
3359,21,1,327,0,0,327,327,1,0
3360,29,1,0,0,59,59,109,4,0
3361,43,1,0,0,115,115,350.25,1,0
3362,46,1,0,0,0,0,176.5,3,0
3363,33,-1,0,59.29,0,59.29,224.14,1,0
3364,42,1,58.14,0,0,58.14,385.57,1,0
3365,21,-1,0,0,505,505,505,1,0
3366,47,-1,0,0,460,460,460,1,0
3367,32,-1,0,304,0,304,304,1,0
3368,27,1,0,0,0,335,335,1,335
3369,37,1,0,0,0,0,476,0,0
3370,27,1,0,0,0,617,617,1,617
3371,35,-1,0,182,0,182,365,1,0
3372,49,1,0,0,0,336,336,2,180.5
3373,46,-1,31.42,35.92,41.08,178.92,178.92,6,40.25
3374,49,-1,0,0,51.71,51.71,267.14,2,0
3375,45,1,0,0,0,152,292,1,152
3376,32,-1,0,0,388,388,388,1,0
3377,22,-1,0,0,226,226,382.5,1,0
3378,42,-1,0,184,0,184,346,1,0
3379,18,1,0,0,0,172,338.5,1,172
3380,52,-1,366,0,0,366,366,1,0
3381,21,1,0,292,0,292,292,1,0
3382,42,-1,0,0,0,417,417,1,417
3383,32,-1,173,0,0,173,336.5,1,0
3384,25,-1,0,0,217.5,217.5,392,1,0
3385,33,1,0,0,0,149.5,387,1,149.5
3386,32,1,0,0,0,487,487,1,487
3387,52,-1,126.33,134.33,0,260.67,402.67,2,0
3388,52,1,0,0,0,401,401,1,401
3389,32,1,316,0,0,316,316,1,0
3390,21,-1,0,0,342,342,342,1,0
3391,37,1,0,0,0,460,460,1,460
3392,27,-1,0,0,0,353,353,1,353
3393,32,1,0,0,0,0,592,0,0
3394,43,1,0,0,18.89,18.89,18.89,3,0
3395,21,1,0,298,0,298,298,1,0
3396,48,1,0,0,51.5,98.17,98.17,3,0
3397,32,1,0,0,0,0,481,0,0
3398,46,1,0,0,0,33.45,259.82,1,33.45
3399,10,1,0,0,0,0,152,0,0
3400,21,-1,0,0,364,364,364,1,0
3401,57,1,0,0,235.5,453,453,2,0
3402,42,1,324,0,0,324,324,1,0
3403,43,1,0,0,0,0,332.5,0,0
3404,28,1,0,0,0,169,321.5,1,169
