,PARTICIPANT_ID,EVENT_DATE,EVENT_NAME,EVENT_TYPE,TIME,CATEGORY
0,956,2013-09-22,Marathon Oasis de Montreal,Marathon,03:32:56,M55-59
0,957,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:03:33,F50-54
0,957,2013-06-22,Le Defi Beauceron,21 KM,02:11:29,F40-49
0,957,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:27:33,F40-49
0,957,2012-07-15,Defi des Dames de Coeur,10 KM,01:00:31,F40-49
0,957,2012-06-23,Le Defi Beauceron,7 km Marche,00:50:19,F40-49
0,957,2012-06-17,Descente Royale,10 KM,01:07:09,F40-49
0,957,2012-06-03,Defi des Escaliers,19 km,-1,F40-49
0,957,2012-06-03,Defi des Escaliers,Grimpeurs,00:05:16,F40-49
0,957,2012-06-03,Defi des Escaliers,Sprinteurs,00:25:19,F40-49
0,959,2016-07-31,Triathlon de Charlevoix,Triathlon Olympique,02:46:49,M35-39
0,960,2015-09-20,Army Run - Course de l'Armée,1/2 Marathon - Demi-marathon,02:01:31,M20-24
0,964,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:22:14,M18-24
0,964,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:27:24,M18-24
0,965,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:17:30,M45-49
0,965,2014-10-12,Demi-marathon des couleurs Promutuel,21.1km,01:32:24,M40-49
0,965,2014-09-06,Le Pentathlon de Victoriaville,Cross Country - 8 km,00:36:53,M40-49
0,965,2013-09-07,Le Pentathlon de Victoriaville,Cross-Country - 8 km,00:36:30,M40-49
0,966,2016-06-12,LA GRANDE VIRÉE DES SENTIERS,20 KM,01:41:58,M50-59
0,966,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M50-54
0,966,2014-08-24,Marathon SSQ Lévis-Québec,Marathon,-1,M50-59
0,966,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M45-49
0,966,2013-09-22,Army Run - Course de l'armee,Half Marathon - Demi Marathon,01:50:17,M45-49
0,966,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M45-49
0,966,2012-09-23,Marathon Oasis de Montreal,Marathon,03:55:38,M45-49
0,966,2012-06-10,La Grande Viree des Sentiers St-Bruno,20 KM,01:39:55,M40-49
0,967,2016-02-14,Demi Marathon Hypothermique,Demi-Marathon,02:01:46,M40-49
0,967,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:32:15,M40-44
0,967,2014-06-15,Tour du Lac Brome,20 KM,01:49:45,M40-49
0,972,2014-10-19,Scotiabank Toronto Waterfront Marathon,Marathon,04:24:28,F25-29
0,973,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:29:04,F18-24
0,976,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:59:37,M35-39
0,976,2014-09-07,Coupe Dix30,30 km,02:29:47,M30-39
0,977,2014-06-15,Tour du Lac Brome,20 KM,01:41:41,M50-59
0,977,2014-05-19,Trail du coureur des bois de Duchesnay,Grand Trail - 18 Km,02:03:14,M50-59
0,977,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:49:24,M50-54
0,977,2013-08-04,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:51:38,M50-59
0,977,2013-06-16,Tour du Lac Brome,20 KM,01:49:16,M50-59
0,977,2012-09-23,Marathon Oasis de Montreal,Marathon,04:16:33,M50-54
0,977,2012-06-17,Tour du Lac Brome,Challenge Marathon,04:31:00,M50-59
0,977,2012-06-17,Tour du Lac Brome,20 KM,02:02:00,M50-59
0,981,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:25:38,M40-44
0,982,2013-09-22,Marathon Oasis de Montreal,Marathon,03:38:52,M55-59
0,982,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M55-59
0,984,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:57:39,M18-24
0,984,2014-09-06,Triathlon Esprit de Montreal,Demi Esprit,05:59:51,M18-24
0,984,2014-04-13,Course Saint-Laurent,10 KM,00:42:35,M20-29
0,984,2014-03-30,Course et marche populaires de LaSalle,10 KM,00:45:39,M20-29
0,984,2014-02-09,Defi Hivernal Bizz-Or,Triathlon d'hiver,02:12:38,M20-39
0,984,2013-09-22,Marathon Oasis de Montreal,Marathon,04:28:09,M18-24
0,986,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:35:00,M25-29
0,988,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:02:17,M18-24
0,989,2012-09-23,Marathon Oasis de Montreal,Marathon,04:08:23,F35-39
0,990,2015-03-29,Around the Bay 30K Road Race,30 km,03:09:15,F20-24
0,991,2013-05-12,Sporting Life 10k,10 KM,00:39:13,M45-49
0,991,2012-10-21,Niagara Falls International Marathon,Marathon,03:02:45,M45-49
0,991,2012-10-14,Scotiabank Toronto Waterfront Marathon,Marathon,03:05:56,M45-49
0,991,2012-09-23,Marathon Oasis de Montreal,Marathon,03:06:54,M45-49
0,991,2012-07-22,Subaru Muskoka Triathlon and Duathlon,5150 Triathlon,02:32:57,M45-49
0,992,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:23:59,M18-24
0,996,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:45:24,M40-44
0,1000,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:20:51,M45-49
0,1003,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:01:36,F50-54
0,1003,2014-07-13,Defi des Dames de Coeur Desjardins,10 km Oasis,00:48:31,F50-59
0,1003,2014-06-15,Defi des escaliers,Le Super Defi,01:47:58,F50-59
0,1003,2014-06-15,Defi des escaliers,Grimpeur,00:04:21,F50-59
0,1003,2014-06-15,Defi des escaliers,Sprinteur,00:08:29,F50-59
0,1004,2016-08-21,Ironman 70.3 Timberman,Individual,04:25:43,MPRO
0,1004,2016-08-14,Triathlon de Verdun,Triathlon sprint - Grand Prix Championnat Provincial,00:56:53,M-ELITE
0,1004,2016-07-03,LE TRIATHLON DE VICTORIAVILLE,Triathlon Olympique,02:04:05,M20-29
0,1004,2016-07-03,LE TRIATHLON DE VICTORIAVILLE,Triathlon Sprint,01:05:49,M20-29
0,1004,2016-06-27,Ironman 70.3 Mont-Tremblant,Individuel,04:30:45,MPRO
0,1004,2016-06-12,Ironman 70.3 Eagleman,Individual,04:31:44,MPRO
0,1004,2016-05-22,IRONMAN 70.3 Chattanooga,Individual,04:38:52,MPRO
0,1004,2016-05-15,Duathlon Sorel-Tracy,Duathlon Compétition,01:19:13,M20-29
0,1004,2016-04-24,Banque Scotia 21K de Montreal,Demi-Marathon,-1,M25-29
0,1004,2015-10-25,Ironman 70.3 Miami,70.3 Results,04:21:17,MPRO
0,1004,2015-10-11,Demi marathon de Longueuil,10 KM,00:36:27,M20-29
0,1004,2015-10-11,Demi marathon de Longueuil,5 KM,00:17:31,M20-29
0,1004,2015-09-12,Triathlon Esprit de Montreal,Demi Esprit,04:13:45,M25-29
0,1004,2015-08-23,Triathlon Valleyfield,Triathlon Sprint,01:04:22,M25-29
0,1004,2015-08-16,Timberman 70.3,Individual,-1,MPRO
0,1004,2015-08-09,Triathlon de Verdun,Triathlon sprint - Grand Prix,01:01:13,Male
0,1004,2015-07-25,Trimemphré Magog,Triathlon Olympique,02:12:06,M25-29
0,1004,2015-07-11,Triathlon Saint-Lambert,Sprintman (20 Top Hommes et 20 Top Femmes),00:15:12,M25-29
0,1004,2015-07-05,Ironman 70.3 Muskoka,Overall,04:29:44,M-PRO
0,1004,2015-06-27,LE TRIATHLON DE VICTORIAVILLE,Triathlon Série Grand Prix - Demi-Finale,00:17:36,M-U23
0,1004,2015-06-27,LE TRIATHLON DE VICTORIAVILLE,Triathlon Série Grand Prix - Finale A,00:17:57,M-U23
0,1004,2015-06-21,Ironman 70.3 Mont-Tremblant,Individuel,04:10:35,M-PRO
0,1004,2015-05-31,Triathlon Challenge Antoine-Manseau Joliette,Triathlon sprint élites,01:02:26,M-ELITE
0,1004,2015-05-17,Duathlon Sorel-Tracy,Duathlon Compétition,-1,M20-29
0,1004,2015-03-29,Course et marche populaires de LaSalle,10 KM,00:34:00,M20-29
0,1004,2014-10-26,Coupe Dix30 - Étape 6,5 KM,00:18:21,M20-29
0,1004,2014-10-19,Classique Du Parc La Fontaine,10 KM,00:36:15,M20-29
0,1004,2014-10-05,Coupe Dix30,10 KM,00:35:26,M20-29
0,1004,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:21:20,M25-29
0,1004,2014-09-13,Duathlon Saint-Sauveur,Duathlon,01:09:16,M25-29
0,1004,2014-08-24,Triathlon de Valleyfield,Triathlon Olympique,02:00:42,M25-29
0,1004,2014-08-13,Le 5km Endurance,5 KM,00:17:15,M20-29
0,1004,2014-08-10,Triathlon Verdun,Triathlon Sprint,01:05:31,M25-29
0,1004,2014-08-05,Coupe Dix30,10 KM,00:36:13,M20-29
0,1004,2014-08-03,Triathlon Terrebonne,Sprint Triathlon,01:05:04,M20-29
0,1004,2014-07-20,Triathlon Trimemphre de Magog,Triathlon Olympique,02:10:12,M25-29
0,1004,2014-07-13,Challenge O2 Merrell,Triathlon Olympique,02:10:01,M25-29
0,1004,2014-06-29,Triathlon Victoriaville,Triathlon Sprint,01:07:06,M20-29
0,1004,2014-06-14,Triathlon FBL Drummondville,Triathlon Olympique,02:03:15,M25-29
0,1004,2014-06-08,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,02:11:36,M20-29
0,1004,2014-05-04,Coupe Dix30,5 KM,00:17:33,M20-29
0,1004,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:17:39,M25-29
0,1004,2014-04-13,Course Saint-Laurent,10 KM,00:35:57,M20-29
0,1004,2014-03-30,Course et marche populaires de LaSalle,10 KM,00:36:37,M20-29
0,1004,2014-02-16,Défi Hivernal Ile Bizard,10 KM,00:37:22,M20-29
0,1004,2013-10-13,Le Cross Des Couleurs,11 km,00:44:08,M20-29
0,1004,2013-10-06,Classique Du Parc La Fontaine,10 KM,00:35:38,M20-29
0,1004,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:21:12,M18-24
0,1004,2013-09-15,La Grande Vadrouille,5km,00:17:07,M20-29
0,1004,2013-08-25,Triathlon de Valleyfield,Triathlon Olympique,02:11:07,M25-29
0,1004,2013-08-14,Le 5km Endurance,5 KM,00:17:04,M20-29
0,1004,2013-08-11,Triathlon Trimemphre de Magog,Triathlon Olympique,02:10:32,M25-29
0,1004,2013-08-04,Triathlon Ste-Agathe,Sprint Triathlon,01:05:27,M25-29
0,1004,2013-07-14,Challenge O2 Merrell,Triathlon Olympique,02:20:08,M25-29
0,1004,2013-06-08,Triathlon / Duathlon Mont-Tremblant,Duathlon Olympique,01:59:31,M20-29
0,1004,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:19:50,M20-24
0,1004,2013-04-14,Course Saint-Laurent,10 KM,00:35:51,M20-29
0,1004,2013-03-24,Course et marche populaires de LaSalle,10 KM,00:35:20,M20-29
0,1004,2013-02-17,Défi Hivernal Ile Bizard,10 KM,00:36:04,M20-29
0,1004,2012-10-14,Classique Du Parc La Fontaine,10 KM,00:35:37,M20-29
0,1004,2012-10-07,Le Cross Des Couleurs,8 km,00:32:11,M20-29
0,1005,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:01:14,F45-49
0,1007,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F55-59
0,1007,2015-05-17,Des chenes-toi,Demi Marathon Podiatre Elizabeth,01:48:56,F50-59
0,1007,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:20:10,F50-54
0,1007,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,F50-54
0,1007,2014-05-10,Bonjour Printemps,Demi-Marathon,01:52:52,F50-59
0,1007,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,03:57:53,F50-54
0,1007,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,F50-54
0,1009,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M25-29
0,1009,2013-09-22,Marathon Oasis de Montreal,Marathon,04:21:24,M25-29
0,1009,2013-06-16,Tour du Lac Brome,20 KM,01:56:46,M20-29
0,1009,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M25-29
0,1009,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:36:59,M25-29
0,1009,2013-03-24,Course et marche populaires de LaSalle,10 KM,00:49:38,M20-29
0,1009,2013-02-17,Défi Hivernal Ile Bizard,5 KM,00:23:20,M20-29
0,1009,2012-09-23,Marathon Oasis de Montreal,Marathon,05:28:16,M25-29
0,1009,2012-06-17,Tour du Lac Brome,20 KM,02:09:49,M20-29
0,1009,2012-04-29,Banque Scotia 21km et 5km,21.1 KM,01:41:45,M25-29
0,1009,2012-03-25,Course et marche populaires de LaSalle,10 KM,00:53:02,M20-29
0,1011,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:17:29,M35-39
0,1011,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:54:15,M35-39
0,1013,2013-09-07,Triathlon Esprit de Montreal,Demi- Esprit,-1,M25-29
0,1013,2012-09-23,Marathon Oasis de Montreal,Marathon,03:32:52,M25-29
0,1014,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:59:03,F40-44
0,1014,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,F40-44
0,1017,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:10:43,M45-49
0,1017,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:41:18,M40-44
0,1017,2013-09-22,Marathon Oasis de Montreal,10 KM,01:12:22,M40-44
0,1018,2015-05-10,Au rythme de nos foulées Châteauguay,Demi-Marathon,02:11:45,M30-39
0,1019,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:10:38,M18-24
0,1020,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:32:35,M30-34
0,1020,2014-08-24,Marathon SSQ Lévis-Québec,Marathon,-1,M30-39
0,1020,2013-09-22,Marathon Oasis de Montreal,Marathon,03:38:42,M30-34
0,1020,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:31:52,M30-39
0,1020,2013-05-25,Ottawa Race Weekend,Ottawa 10K,00:40:49,M30-34
0,1020,2012-09-23,Marathon Oasis de Montreal,10 KM,00:41:40,M30-34
0,1021,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:57:50,M35-39
0,1024,2016-04-30,Marathon des Érables,15 km,01:14:20,M50-59
0,1024,2015-04-25,Demi-Marathon des Érables,15 km,01:12:02,M40-49
0,1024,2014-10-05,Marathon de Rimouski,Demi-Marathon,01:42:25,M40-49
0,1024,2014-06-15,Tour du Lac Brome,20 KM,01:48:07,M40-49
0,1024,2014-06-14,Tour du Lac Brome,22.2 km chemin de campagne,01:57:11,M40-49
0,1024,2013-09-22,Marathon Oasis de Montreal,Marathon,04:31:28,M45-49
0,1024,2013-06-16,Tour du Lac Brome,Challenge Marathon,03:45:05,M40-49
0,1024,2013-06-16,Tour du Lac Brome,20 KM,01:46:43,M40-49
0,1024,2013-06-15,Tour du Lac Brome,22.2 Km Chemin de Campagne,01:58:22,M40-49
0,1024,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:39:56,M45-49
0,1024,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,01:41:44,M40-49
0,1025,2016-08-14,Demi-marathon de Mont-Tremblant,Demi-Marathon,02:02:59,M30-39
0,1026,2014-09-13,The North Face Ultra-Trail Harricana du Canada,80 KM (50 miles),12:27:55,M40-49
0,1026,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,01:55:18,M40-49
0,1026,2013-09-22,Marathon Oasis de Montreal,Marathon,03:24:14,M45-49
0,1026,2013-08-11,Triathlon Trimemphre de Magog,Triathlon Demi Ironman,05:45:24,M45-49
0,1026,2013-07-13,Triathlon du Lac-Delage,Triathlon Sprint,01:22:57,M45-49
0,1026,2013-06-23,Ironman Mont-Tremblant 70.3,70.3 Results,05:26:43,M45-49
0,1026,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M45-49
0,1026,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:30:07,M45-49
0,1027,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:37:24,M50-54
0,1027,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,03:47:48,M50-54
0,1027,2013-05-19,Scotiabank Blue Nose Marathon,Recharge with Milk Half Marathon,02:21:32,M50-59
0,1028,2016-06-27,Ironman 70.3 Mont-Tremblant,Individuel,06:58:03,M35-39
0,1028,2015-08-16,Ironman Mont-Tremblant,Overall,12:57:01,M35-39
0,1028,2015-06-21,Ironman 70.3 Mont-Tremblant,Individuel,05:49:57,M35-39
0,1028,2014-06-22,Ironman Mont-Tremblant 70.3,Overall,05:31:12,M35-39
0,1028,2014-06-08,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,02:48:30,M30-39
0,1028,2013-09-29,Un pas vers l'espoir,5 KM,00:22:37,M30-39
0,1028,2013-09-29,Un pas vers l'espoir,10 KM,00:46:05,M30-39
0,1028,2013-08-18,Ironman Mont-Tremblant,Overall Results,12:01:38,M35-39
0,1028,2013-06-23,Ironman Mont-Tremblant 70.3,70.3 Results,05:12:54,M35-39
0,1028,2013-06-08,Triathlon / Duathlon Mont-Tremblant,Duathlon Olympique,02:21:52,M30-39
0,1028,2013-06-02,Triathlon de Joliette,COUPE DU QUEBEC Triathlon Sprint Riviere,01:21:03,M35-39
0,1028,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M35-39
0,1028,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:37:33,M35-39
0,1030,2015-10-18,Scotiabank Toronto Waterfront Marathon,Marathon,-1,M35-39
0,1030,2014-10-19,Scotiabank Toronto Waterfront Marathon,Marathon,03:53:19,M35-39
0,1030,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:40:38,M35-39
0,1035,2016-04-30,Marathon des Érables,Demi-Marathon,01:48:42,M40-49
0,1035,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:08:56,M45-49
0,1036,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:24:12,M35-39
0,1041,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:26:14,M35-39
0,1041,2014-11-02,Course d'Oka Race,10 KM,00:40:53,M30-39
0,1041,2014-10-19,Classique Du Parc La Fontaine,10 KM,00:40:09,M30-39
0,1041,2014-08-24,La Valse des coureurs,10 KM,00:41:46,M30-39
0,1041,2014-03-30,Course et marche populaires de LaSalle,10 KM,00:43:48,M30-39
0,1041,2013-11-03,Oka Road Race,10 KM,00:43:58,M30-39
0,1045,2013-10-05,Beauce Run,Demi-Marathon,01:37:56,M30-39
0,1048,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:04:15,M30-34
0,1048,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:06:54,M30-34
0,1048,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:13:55,M25-29
0,1048,2012-09-23,Marathon Oasis de Montreal,Marathon,-1,M30-34
0,1049,2016-06-27,Ironman 70.3 Mont-Tremblant,Individuel,06:48:28,M50-54
0,1049,2016-04-10,Course Saint-Laurent,10 KM,00:59:58,M50-59
0,1049,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:07:07,M40-44
0,1049,2015-06-21,Ironman 70.3 Mont-Tremblant,Individuel,06:50:36,M45-49
0,1049,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:27:47,M35-39
0,1049,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,-1,M45-49
0,1050,2012-09-23,Marathon Oasis de Montreal,Marathon,04:33:17,M25-29
0,1051,2016-04-30,Marathon des Érables,30 km,03:05:17,M30-39
0,1053,2015-09-06,30 km sur les rives de Boucherville,30 km,02:19:15,M40-49
0,1053,2014-02-16,Winterman Marathon and Marathon Relays,Marathon,03:24:15,M45-49
0,1053,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,03:12:22,M40-49
0,1053,2013-08-10,La Ruee des Jarrets,10 KM,00:39:56,M40-49
0,1053,2013-07-13,Vert le Raid - Quebec Mega Trail,5 KM,00:42:36,M40-49
0,1053,2012-09-23,Marathon Oasis de Montreal,Marathon,03:07:59,M45-49
0,1053,2012-05-06,Course du Fort de Chambly,10 KM,00:39:22,M40-49
0,1054,2016-06-05,Demi-Marathon des Vignobles,21 KM,02:04:24,M40-49
0,1054,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:33:16,M40-44
0,1057,2016-08-14,La Valse des coureurs,10 KM,00:42:26,M60-69
0,1057,2016-05-08,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:33:20,M60-69
0,1057,2016-05-01,Défi course et marche Desjardins Sainte Thérèse,10 KM,00:40:36,M60-69
0,1057,2016-04-10,Course Saint-Laurent,10 KM,00:42:30,M60-69
0,1057,2016-03-20,Course et marche populaires de LaSalle,10 KM,00:42:38,M60-69
0,1057,2016-02-21,Défi Hivernal Ile Bizard,10 KM,00:45:25,M60-69
0,1060,2016-07-15,Demi-Marathon de la Bande du Canal,Demi-Marathon,01:49:57,M40-49
0,1060,2016-04-30,Marathon des Érables,Marathon,04:21:43,M40-49
0,1066,2013-09-22,Marathon Oasis de Montreal,Marathon,04:25:59,M18-24
0,1068,2016-05-08,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:41:02,M40-49
0,1068,2016-04-30,Marathon des Érables,Demi-Marathon,01:48:01,M30-39
0,1068,2015-08-23,Demi-Marathon Bonneville de Lachine,21.1 KM,01:44:31,M30-39
0,1068,2015-06-21,Demi-Marathon du Baluchon,Demi marathon,01:55:18,M30-39
0,1068,2015-05-30,Demi-Marathon des Vignobles,21 KM,01:44:15,M30-39
0,1068,2015-04-25,Demi-Marathon des Érables,Demi-Marathon,01:46:41,M30-39
0,1068,2015-02-22,Demi-marathon des glaces,Demi-Marathon,01:47:34,M30-39
0,1074,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:24:51,M30-34
0,1075,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:39:00,F18-24
0,1075,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:45:31,F20-24
0,1075,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:09:00,F18-24
0,1076,2014-06-15,Manitoba Marathon,Half Marathon,-1,NO AGE
0,1077,2016-06-19,Courses Thematiques Tour du Lac Brome Merrell,10 KM,00:51:24,M40-49
0,1077,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,03:20:49,M35-39
0,1077,2014-06-15,Tour du Lac Brome,20 KM,01:40:56,M30-39
0,1077,2013-09-22,Marathon Oasis de Montreal,Marathon,04:56:50,M35-39
0,1077,2013-06-16,Tour du Lac Brome,20 KM,02:04:16,M30-39
0,1078,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:42:26,M30-34
0,1079,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:31:56,M35-39
0,1079,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M35-39
0,1079,2012-09-23,Marathon Oasis de Montreal,Marathon,03:26:47,M30-34
0,1080,2016-09-03,Canadian Iron 113 Triathlon Duathlon and Relays,Olympic Triathlon,02:28:01,M30-34
0,1080,2016-06-27,Ironman 70.3 Mont-Tremblant,Individuel,05:01:16,M30-34
0,1080,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M30-34
0,1080,2015-09-20,Army Run - Course de l'Armée,1/2 Marathon - Demi-marathon,01:25:04,M30-34
0,1080,2015-07-26,Ironman Lake Placid,Overall,11:15:00,M30-34
0,1080,2015-06-21,Ironman 70.3 Syracuse,Overall,05:09:11,M30-34
0,1080,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M30-34
0,1080,2014-08-24,Marathon SSQ Lévis-Québec,Demi-Marathon,-1,M30-39
0,1080,2014-08-02,National Capital Triathlon Duathlon and Relays,Olympic Triathlon,02:30:17,M30-34
0,1080,2014-06-22,Ironman 70.3 Syracuse,70.3 Results,05:44:07,M30-34
0,1080,2014-05-24,Tamarack Ottawa Race Weekend,Lowertown Brewery Ottawa 10K,-1,M30-34
0,1080,2013-10-13,Ottawa Fall Colours Marathon Events,10 KM,00:39:20,M30-34
0,1080,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:26:19,M25-29
0,1080,2013-08-18,Ironman Mont-Tremblant,Overall Results,11:11:18,M30-34
0,1080,2013-06-08,Triathlon / Duathlon Mont-Tremblant,Duathlon Olympique,02:16:43,M30-39
0,1080,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M25-29
0,1080,2013-05-18,Ottawa Early Bird Triathlon and Duathlon,Sprint Triathlon,01:16:06,M30-34
0,1080,2012-10-14,Scotiabank Toronto Waterfront Marathon,Marathon,05:00:22,M25-29
0,1080,2012-10-07,Ottawa Fall Colours Marathon Events,10 KM,00:39:43,M25-29
0,1080,2012-09-23,Marathon Oasis de Montreal,Marathon,03:04:02,M25-29
0,1080,2012-06-24,Ironman Mont-Tremblant 70.3,Overall 70.3,05:12:32,M25-29
0,1080,2012-05-27,Ottawa Race Weekend,Half Marathon,01:28:11,M25-29
0,1080,2012-05-26,Ottawa Race Weekend,5 KM,00:18:57,M25-29
0,1080,2012-05-19,Ottawa Early Bird Triathlon and Duathlon,Long Triathlon,01:40:53,M25-29
0,1081,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:37:29,M30-34
0,1082,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:53:26,M40-44
0,1082,2013-08-25,Triathlon de Valleyfield,Triathlon Sprint,01:36:18,M40-44
0,1086,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:12:40,F55-59
0,1087,2016-06-12,DÉFI PIERRE BRISE-BOIS,10 KM,-1,F30-39
0,1087,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F35-39
0,1087,2015-09-27,Course populaire du parc Angrignon,10 KM,00:55:06,F35-39
0,1087,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:37:47,F30-34
